set,name,variant,condition,rarity,price
shadows-in-valhalla-yugioh,Mermail Abyssteus,1st Edition,Damaged,Super Rare,0.1
shadows-in-valhalla-yugioh,Elemental HERO Neos,1st Edition,Heavily Played,Super Rare,0.09
shadows-in-valhalla-yugioh,Golden Bamboo Sword,1st Edition,Damaged,Super Rare,0.19
shadows-in-valhalla-yugioh,Windwitch - Ice Bell,1st Edition,Damaged,Secret Rare,0.25
shadows-in-valhalla-yugioh,Hidden Village of Ninjitsu Arts,1st Edition,Damaged,Secret Rare,0.25
shadows-in-valhalla-yugioh,Ninjitsu Art of Transformation,1st Edition,Moderately Played,Super Rare,0.07
shadows-in-valhalla-yugioh,Dragunity Knight - Vajrayana,1st Edition,Heavily Played,Secret Rare,0.19
shadows-in-valhalla-yugioh,Ninjitsu Art of Mirage-Transformation,1st Edition,Lightly Played,Secret Rare,0.25
shadows-in-valhalla-yugioh,Neo-Spacian Flare Scarab,1st Edition,Heavily Played,Super Rare,0.17
shadows-in-valhalla-yugioh,Magic Planter,1st Edition,Heavily Played,Super Rare,0.12
shadows-in-valhalla-yugioh,Goddess Skuld's Oracle,1st Edition,Lightly Played,Super Rare,0.19
shadows-in-valhalla-yugioh,Valkyrie Erste,1st Edition,Heavily Played,Super Rare,0.05
shadows-in-valhalla-yugioh,Vision HERO Trinity,1st Edition,Moderately Played,Super Rare,0.15
shadows-in-valhalla-yugioh,Neo-Spacian Glow Moss,1st Edition,Heavily Played,Super Rare,0.15
shadows-in-valhalla-yugioh,Valkyrie Dritte,1st Edition,Lightly Played,Super Rare,0.17
shadows-in-valhalla-yugioh,White Dragon Ninja,1st Edition,Heavily Played,Super Rare,0.13
shadows-in-valhalla-yugioh,Yellow Dragon Ninja,1st Edition,Moderately Played,Secret Rare,0.25
shadows-in-valhalla-yugioh,Mermail Abyssmegalo,1st Edition,Moderately Played,Super Rare,0.23
shadows-in-valhalla-yugioh,Ninja Grandmaster Hanzo,1st Edition,Lightly Played,Super Rare,0.18
shadows-in-valhalla-yugioh,Omega Summon,1st Edition,Heavily Played,Super Rare,0.1
shadows-in-valhalla-yugioh,Goddess Urd's Verdict,1st Edition,Lightly Played,Super Rare,0.16
shadows-in-valhalla-yugioh,Strike Ninja,1st Edition,Lightly Played,Super Rare,0.1
shadows-in-valhalla-yugioh,Valkyrie Zweite,1st Edition,Heavily Played,Super Rare,0.05
shadows-in-valhalla-yugioh,Mermail Abyssleed,1st Edition,Heavily Played,Super Rare,0.12
shadows-in-valhalla-yugioh,Twilight Ninja Jogen,1st Edition,Lightly Played,Super Rare,0.05
shadows-in-valhalla-yugioh,Urgent Ritual Art,1st Edition,Lightly Played,Super Rare,0.12
shadows-in-valhalla-yugioh,Elemental HERO Chaos Neos,1st Edition,Moderately Played,Super Rare,0.01
shadows-in-valhalla-yugioh,Forbidden Trapezohedron,1st Edition,Near Mint,Secret Rare,0.18
shadows-in-valhalla-yugioh,Armor Ninjitsu Art of Rust Mist,1st Edition,Moderately Played,Super Rare,0.07
shadows-in-valhalla-yugioh,Ninjitsu Art of Super-Transformation,1st Edition,Moderately Played,Super Rare,0.18
shadows-in-valhalla-yugioh,Upstart Golden Ninja,1st Edition,Moderately Played,Super Rare,0.09
shadows-in-valhalla-yugioh,Cyberdark Impact!,1st Edition,Moderately Played,Super Rare,0.02
shadows-in-valhalla-yugioh,Goddess Verdande's Guidance,1st Edition,Moderately Played,Super Rare,0.1
shadows-in-valhalla-yugioh,Fortune Chariot,1st Edition,Lightly Played,Super Rare,0.1
shadows-in-valhalla-yugioh,Advanced Dark,1st Edition,Lightly Played,Super Rare,0.04
shadows-in-valhalla-yugioh,Armor Ninjitsu Art of Alchemy,1st Edition,Moderately Played,Super Rare,0.05
shadows-in-valhalla-yugioh,Red Dragon Ninja,1st Edition,Moderately Played,Super Rare,0.07
