set,name,variant,condition,rarity,price
duel-power-yugioh,Nekroz of Valkyrus,Unlimited,Lightly Played,Ultra Rare,0.68
duel-power-yugioh,Elemental HERO Neos,Limited,Damaged,Ultra Rare,0.21
duel-power-yugioh,Trickstar Foxglove Witch,1st Edition,Lightly Played,Ultra Rare,0.71
duel-power-yugioh,Galaxy Soldier,Unlimited,Lightly Played,Ultra Rare,0.59
duel-power-yugioh,Nekroz of Unicore,Unlimited,Moderately Played,Ultra Rare,0.23
duel-power-yugioh,Beat Cop from the Underworld,Unlimited,Lightly Played,Ultra Rare,0.15
duel-power-yugioh,Dark Magical Circle,1st Edition,Damaged,Ultra Rare,0.45
duel-power-yugioh,Aromage Rosemary,1st Edition,Heavily Played,Ultra Rare,0.25
duel-power-yugioh,Chaos Form,Unlimited,Damaged,Ultra Rare,0.34
duel-power-yugioh,Naturia Beast,1st Edition,Moderately Played,Ultra Rare,0.48
duel-power-yugioh,Predaplant Dragostapelia,Unlimited,Lightly Played,Ultra Rare,0.33
duel-power-yugioh,Booster Dragon,Unlimited,Near Mint,Ultra Rare,0.1
duel-power-yugioh,Trickstar Holly Angel,1st Edition,Lightly Played,Ultra Rare,0.31
duel-power-yugioh,Miracle Fusion,1st Edition,Damaged,Ultra Rare,0.2
duel-power-yugioh,Borreload Dragon,1st Edition,Damaged,Ultra Rare,0.3
duel-power-yugioh,Hot Red Dragon Archfiend King Calamity,1st Edition,Near Mint,Ultra Rare,0.26
duel-power-yugioh,Draw of Fate,Unlimited,Near Mint,Ultra Rare,0.13
duel-power-yugioh,"Crowley, the First Propheseer",Unlimited,Lightly Played,Ultra Rare,0.35
duel-power-yugioh,Ghost Reaper & Winter Cherries,1st Edition,Moderately Played,Ultra Rare,0.25
duel-power-yugioh,Nekroz of Trishula,1st Edition,Moderately Played,Ultra Rare,0.28
duel-power-yugioh,Security Dragon,1st Edition,Damaged,Ultra Rare,0.2
duel-power-yugioh,Vision HERO Vyon,1st Edition,Damaged,Ultra Rare,0.24
duel-power-yugioh,Nekroz of Clausolas,Unlimited,Moderately Played,Ultra Rare,0.19
duel-power-yugioh,Galaxy-Eyes Full Armor Photon Dragon,1st Edition,Heavily Played,Ultra Rare,0.05
duel-power-yugioh,Magic Gate of Miracles,Unlimited,Moderately Played,Ultra Rare,0.16
duel-power-yugioh,High Priestess of Prophecy,1st Edition,Damaged,Ultra Rare,0.1
duel-power-yugioh,Gouki Jet Ogre,1st Edition,Damaged,Ultra Rare,0.14
duel-power-yugioh,Hieratic Seal of the Heavenly Spheres,1st Edition,Damaged,Ultra Rare,0.4
duel-power-yugioh,Double or Nothing!,1st Edition,Heavily Played,Ultra Rare,0.25
duel-power-yugioh,El Shaddoll Fusion,1st Edition,Heavily Played,Ultra Rare,0.02
duel-power-yugioh,Link Disciple,1st Edition,Lightly Played,Ultra Rare,0.16
duel-power-yugioh,Utopic Onomatopoeia,1st Edition,Near Mint,Ultra Rare,0.25
duel-power-yugioh,Number 39: Utopia,Limited,Lightly Played,Ultra Rare,0.19
duel-power-yugioh,Ancient Gear Golem - Ultimate Pound,1st Edition,Heavily Played,Ultra Rare,0.1
duel-power-yugioh,Frightfur Patchwork,1st Edition,Moderately Played,Ultra Rare,0.28
duel-power-yugioh,Mark of the Rose,1st Edition,Near Mint,Ultra Rare,0.24
duel-power-yugioh,Harpie Dancer,Unlimited,Lightly Played,Ultra Rare,0.4
duel-power-yugioh,El Shaddoll Construct,1st Edition,Near Mint,Ultra Rare,0.32
duel-power-yugioh,"Shurit, Strategist of the Nekroz",Unlimited,Lightly Played,Ultra Rare,0.11
duel-power-yugioh,Predaplant Ophrys Scorpio,1st Edition,Damaged,Ultra Rare,0.13
duel-power-yugioh,Hot Red Dragon Archfiend Bane,1st Edition,Moderately Played,Ultra Rare,0.28
duel-power-yugioh,Thunder Dragon Thunderstormech,1st Edition,Moderately Played,Ultra Rare,0.22
duel-power-yugioh,Shaddoll Construct,Unlimited,Lightly Played,Ultra Rare,0.14
duel-power-yugioh,Odd-Eyes Pendulum Dragon,Limited,Heavily Played,Ultra Rare,0.01
duel-power-yugioh,Xyz Change Tactics,Unlimited,Moderately Played,Ultra Rare,0.13
duel-power-yugioh,Signal Warrior,Unlimited,Lightly Played,Ultra Rare,0.2
duel-power-yugioh,Lefty Driver,Unlimited,Moderately Played,Ultra Rare,0.04
duel-power-yugioh,Double Hero Attack,1st Edition,Heavily Played,Ultra Rare,0.03
duel-power-yugioh,Hieratic Dragon King of Atum,1st Edition,Damaged,Ultra Rare,0.09
duel-power-yugioh,Shining Draw,1st Edition,Heavily Played,Ultra Rare,0.1
duel-power-yugioh,Gouki The Great Ogre,1st Edition,Lightly Played,Ultra Rare,0.09
duel-power-yugioh,Stardust Wish,1st Edition,Heavily Played,Ultra Rare,0.05
duel-power-yugioh,Soul Pendulum,Unlimited,Near Mint,Ultra Rare,0.13
duel-power-yugioh,Silver Gadget,1st Edition,Moderately Played,Ultra Rare,0.04
duel-power-yugioh,Righty Driver,Unlimited,Moderately Played,Ultra Rare,0.06
duel-power-yugioh,Nekroz Kaleidoscope,1st Edition,Moderately Played,Ultra Rare,0.1
duel-power-yugioh,Cyberse Enchanter,1st Edition,Moderately Played,Ultra Rare,0.05
duel-power-yugioh,Nekroz Mirror,1st Edition,Lightly Played,Ultra Rare,0.07
duel-power-yugioh,Doublebyte Dragon,1st Edition,Lightly Played,Ultra Rare,0.14
duel-power-yugioh,Backup Supervisor,1st Edition,Lightly Played,Ultra Rare,0.15
duel-power-yugioh,Gold Gadget,Unlimited,Moderately Played,Ultra Rare,0.04
duel-power-yugioh,Nine-Tailed Fox,Unlimited,Lightly Played,Ultra Rare,0.11
duel-power-yugioh,Star Seraph Sovereignty,Unlimited,Near Mint,Ultra Rare,0.05
duel-power-yugioh,Decode Talker,Limited,Moderately Played,Ultra Rare,0.04
duel-power-yugioh,Hieratic Dragon of Tefnuit,1st Edition,Lightly Played,Ultra Rare,0.09
duel-power-yugioh,Performapal Smile Sorcerer,1st Edition,Lightly Played,Ultra Rare,0.1
duel-power-yugioh,Tactical Exchanger,Unlimited,Lightly Played,Ultra Rare,0.05
duel-power-yugioh,Decode Destruction,Unlimited,Lightly Played,Ultra Rare,0.08
