set,name,variant,condition,rarity,price
magnificent-mavens-yugioh,Black Luster Soldier - Soldier of Chaos (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,47.8
magnificent-mavens-yugioh,Mirror Force (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,59.46
magnificent-mavens-yugioh,The Seal of Orichalcos (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,48.5
magnificent-mavens-yugioh,Toon Kingdom (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,49.86
magnificent-mavens-yugioh,Reinforcement of the Army (Secret Pharaoh's Rare),1st Edition,Damaged,Secret Pharaoh’s Rare,20.0
magnificent-mavens-yugioh,Necrovalley (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,42.27
magnificent-mavens-yugioh,Gravekeeper's Trap (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,40.61
magnificent-mavens-yugioh,Lightning Storm (Ultra Pharaoh's Rare),1st Edition,Lightly Played,Ultra Pharaoh’s Rare,30.0
magnificent-mavens-yugioh,Lightning Storm (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,24.99
magnificent-mavens-yugioh,Crystal Bond (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,1.0
magnificent-mavens-yugioh,The True Name (Secret Pharaoh's Rare),1st Edition,Heavily Played,Secret Pharaoh’s Rare,10.69
magnificent-mavens-yugioh,The True Name (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,23.15
magnificent-mavens-yugioh,Gravekeeper's Trap (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,20.74
magnificent-mavens-yugioh,Sky Striker Mobilize - Engage!,1st Edition,Damaged,Ultra Rare,2.41
magnificent-mavens-yugioh,Lightning Storm,1st Edition,Heavily Played,Ultra Rare,2.0
magnificent-mavens-yugioh,Infinite Impermanence,1st Edition,Damaged,Ultra Rare,4.0
magnificent-mavens-yugioh,Sky Striker Mobilize - Linkage!,1st Edition,Heavily Played,Ultra Rare,1.0
magnificent-mavens-yugioh,Sky Striker Mecha - Widow Anchor,1st Edition,Damaged,Ultra Rare,3.0
magnificent-mavens-yugioh,Triple Tactics Talent,1st Edition,Lightly Played,Ultra Rare,1.84
magnificent-mavens-yugioh,Harpie's Feather Duster,1st Edition,Damaged,Ultra Rare,0.99
magnificent-mavens-yugioh,Black Luster Soldier - Soldier of Chaos,1st Edition,Damaged,Ultra Rare,1.0
magnificent-mavens-yugioh,"Incredible Ecclesia, the Virtuous",1st Edition,Near Mint,Ultra Rare,1.63
magnificent-mavens-yugioh,Swordsoul Emergence,1st Edition,Near Mint,Ultra Rare,0.82
magnificent-mavens-yugioh,Swordsoul Supreme Sovereign - Chengying,1st Edition,Heavily Played,Ultra Rare,0.8
magnificent-mavens-yugioh,Swordsoul Grandmaster - Chixiao,1st Edition,Near Mint,Ultra Rare,0.53
magnificent-mavens-yugioh,Light-Imprisoning Mirror,1st Edition,Lightly Played,Ultra Rare,0.97
magnificent-mavens-yugioh,"Apollousa, Bow of the Goddess",1st Edition,Near Mint,Ultra Rare,0.77
magnificent-mavens-yugioh,Black Luster Soldier - Envoy of the Beginning,1st Edition,Heavily Played,Ultra Rare,1.29
magnificent-mavens-yugioh,Knightmare Cerberus,1st Edition,Near Mint,Ultra Rare,0.74
magnificent-mavens-yugioh,Dark Calling,1st Edition,Near Mint,Ultra Rare,0.28
magnificent-mavens-yugioh,Evenly Matched,1st Edition,Damaged,Ultra Rare,0.88
magnificent-mavens-yugioh,Swordsoul of Mo Ye,1st Edition,Near Mint,Ultra Rare,0.51
magnificent-mavens-yugioh,Millennium-Eyes Restrict,1st Edition,Damaged,Ultra Rare,0.5
magnificent-mavens-yugioh,Skill Drain,1st Edition,Moderately Played,Ultra Rare,0.48
magnificent-mavens-yugioh,Sky Striker Ace - Shizuku,1st Edition,Near Mint,Ultra Rare,0.23
magnificent-mavens-yugioh,Gozen Match,1st Edition,Moderately Played,Ultra Rare,0.38
magnificent-mavens-yugioh,D/D Savant Kepler,1st Edition,Lightly Played,Ultra Rare,0.41
magnificent-mavens-yugioh,Change of Heart,1st Edition,Damaged,Ultra Rare,0.45
magnificent-mavens-yugioh,Cyber Revsystem,1st Edition,Moderately Played,Ultra Rare,0.3
magnificent-mavens-yugioh,Toadally Awesome,1st Edition,Near Mint,Ultra Rare,0.7
magnificent-mavens-yugioh,Beautunaful Princess,1st Edition,Moderately Played,Ultra Rare,0.15
magnificent-mavens-yugioh,Metal Reflect Slime,1st Edition,Damaged,Ultra Rare,0.4
magnificent-mavens-yugioh,Sky Striker Ace - Hayate,1st Edition,Damaged,Ultra Rare,0.24
magnificent-mavens-yugioh,A Hero Lives,1st Edition,Near Mint,Ultra Rare,0.19
magnificent-mavens-yugioh,Swordsoul Blackout,1st Edition,Lightly Played,Ultra Rare,0.21
magnificent-mavens-yugioh,Mezuki,1st Edition,Moderately Played,Ultra Rare,0.45
magnificent-mavens-yugioh,Sky Striker Ace - Kagari,1st Edition,Moderately Played,Ultra Rare,0.55
magnificent-mavens-yugioh,Sky Striker Mecha Modules - Multirole,1st Edition,Near Mint,Ultra Rare,0.4
magnificent-mavens-yugioh,Mudora the Sword Oracle,1st Edition,Damaged,Ultra Rare,0.26
magnificent-mavens-yugioh,Instant Fusion,1st Edition,Damaged,Ultra Rare,0.3
magnificent-mavens-yugioh,Secret Village of the Spellcasters,1st Edition,Damaged,Ultra Rare,0.45
magnificent-mavens-yugioh,"Rilliona, the Magistus of Verre",1st Edition,Damaged,Ultra Rare,0.01
magnificent-mavens-yugioh,Keldo the Sacred Protector,1st Edition,Moderately Played,Ultra Rare,0.25
magnificent-mavens-yugioh,Sky Striker Mecha - Shark Cannon,1st Edition,Lightly Played,Ultra Rare,0.3
magnificent-mavens-yugioh,Kelbek the Ancient Vanguard,1st Edition,Heavily Played,Ultra Rare,0.25
magnificent-mavens-yugioh,Shadow-Imprisoning Mirror,1st Edition,Moderately Played,Ultra Rare,0.36
magnificent-mavens-yugioh,Token: Sky Striker Ace,1st Edition,Moderately Played,Ultra Rare,0.15
magnificent-mavens-yugioh,Knightmare Phoenix,1st Edition,Damaged,Ultra Rare,0.25
magnificent-mavens-yugioh,"Dracoback, the Rideable Dragon",1st Edition,Near Mint,Ultra Rare,0.34
magnificent-mavens-yugioh,Chaos Hunter,1st Edition,Moderately Played,Ultra Rare,0.35
magnificent-mavens-yugioh,Yata-Garasu,1st Edition,Lightly Played,Ultra Rare,0.32
magnificent-mavens-yugioh,The Iris Swordsoul,1st Edition,Lightly Played,Ultra Rare,0.2
magnificent-mavens-yugioh,Borrelsword Dragon,1st Edition,Moderately Played,Ultra Rare,0.25
magnificent-mavens-yugioh,Blast Held by Destiny,1st Edition,Lightly Played,Ultra Rare,0.09
magnificent-mavens-yugioh,Agido the Ancient Sentinel,1st Edition,Lightly Played,Ultra Rare,0.38
magnificent-mavens-yugioh,Sky Striker Ace - Zeke,1st Edition,Near Mint,Ultra Rare,0.33
magnificent-mavens-yugioh,Elder Entity N'tss,1st Edition,Moderately Played,Ultra Rare,0.2
magnificent-mavens-yugioh,Traptrix Sera,1st Edition,Lightly Played,Ultra Rare,0.15
magnificent-mavens-yugioh,Swordsoul Strategist Longyuan,1st Edition,Moderately Played,Ultra Rare,0.25
magnificent-mavens-yugioh,Gravekeeper's Trap,1st Edition,Lightly Played,Ultra Rare,0.19
magnificent-mavens-yugioh,Sky Striker Ace - Raye,1st Edition,Damaged,Ultra Rare,0.24
magnificent-mavens-yugioh,Scapegoat,1st Edition,Moderately Played,Ultra Rare,0.13
magnificent-mavens-yugioh,Dragonecro Nethersoul Dragon,1st Edition,Moderately Played,Ultra Rare,0.31
magnificent-mavens-yugioh,Swordsoul of Taia,1st Edition,Near Mint,Ultra Rare,0.24
magnificent-mavens-yugioh,Dragonmaid Changeover,1st Edition,Damaged,Ultra Rare,0.08
magnificent-mavens-yugioh,Swordsoul Sinister Sovereign - Qixing Longyuan,1st Edition,Near Mint,Ultra Rare,0.24
magnificent-mavens-yugioh,Galaxy-Eyes Afterglow Dragon,1st Edition,Damaged,Ultra Rare,0.03
magnificent-mavens-yugioh,Blue-Eyes Abyss Dragon,1st Edition,Moderately Played,Ultra Rare,0.15
magnificent-mavens-yugioh,A Legendary Ocean,1st Edition,Lightly Played,Ultra Rare,0.27
magnificent-mavens-yugioh,Pendulum Call,1st Edition,Lightly Played,Ultra Rare,0.23
magnificent-mavens-yugioh,Number 93: Utopia Kaiser,1st Edition,Moderately Played,Ultra Rare,0.14
magnificent-mavens-yugioh,Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,1st Edition,Lightly Played,Ultra Rare,0.23
magnificent-mavens-yugioh,Ice Dragon's Prison,1st Edition,Lightly Played,Ultra Rare,0.15
magnificent-mavens-yugioh,"Yuki-Onna, the Icicle Mayakashi",1st Edition,Near Mint,Ultra Rare,0.27
magnificent-mavens-yugioh,Doom Dozer,1st Edition,Moderately Played,Ultra Rare,0.15
magnificent-mavens-yugioh,Witchcrafter Genni,1st Edition,Lightly Played,Ultra Rare,0.14
magnificent-mavens-yugioh,G Golem Token,1st Edition,Lightly Played,Ultra Rare,0.16
magnificent-mavens-yugioh,Witchcrafter Vice-Madame,1st Edition,Lightly Played,Ultra Rare,0.22
magnificent-mavens-yugioh,Swordsoul Sacred Summit,1st Edition,Heavily Played,Ultra Rare,0.1
magnificent-mavens-yugioh,Surgical Striker - H.A.M.P.,1st Edition,Moderately Played,Ultra Rare,0.25
magnificent-mavens-yugioh,Non-Fusion Area,1st Edition,Lightly Played,Ultra Rare,0.15
magnificent-mavens-yugioh,Shiranui Solitaire,1st Edition,Damaged,Ultra Rare,0.01
magnificent-mavens-yugioh,Witchcrafter Haine,1st Edition,Near Mint,Ultra Rare,0.2
magnificent-mavens-yugioh,Dark Soul Token,1st Edition,Lightly Played,Ultra Rare,0.17
magnificent-mavens-yugioh,Cat Shark,1st Edition,Moderately Played,Ultra Rare,0.14
magnificent-mavens-yugioh,Anti-Spell Fragrance,1st Edition,Near Mint,Ultra Rare,0.21
magnificent-mavens-yugioh,Exchange of the Spirit,1st Edition,Lightly Played,Ultra Rare,0.16
magnificent-mavens-yugioh,Witchcrafter Confusion Confession,1st Edition,Lightly Played,Ultra Rare,0.12
magnificent-mavens-yugioh,Onibimaru Soul Sweeper,1st Edition,Moderately Played,Ultra Rare,0.14
magnificent-mavens-yugioh,Witchcrafter Creation,1st Edition,Moderately Played,Ultra Rare,0.08
magnificent-mavens-yugioh,Swordsoul Auspice Chunjun,1st Edition,Lightly Played,Ultra Rare,0.09
magnificent-mavens-yugioh,Bururu @Ignister,1st Edition,Near Mint,Ultra Rare,0.18
magnificent-mavens-yugioh,Predaplant Ambulomelides,1st Edition,Moderately Played,Ultra Rare,0.18
magnificent-mavens-yugioh,Foolish Return,1st Edition,Near Mint,Ultra Rare,0.12
magnificent-mavens-yugioh,Vampire's Curse,1st Edition,Moderately Played,Ultra Rare,0.1
magnificent-mavens-yugioh,"Dakki, the Graceful Mayakashi",1st Edition,Moderately Played,Ultra Rare,0.13
magnificent-mavens-yugioh,"Gashadokuro, the Skeletal Mayakashi",1st Edition,Lightly Played,Ultra Rare,0.14
magnificent-mavens-yugioh,Aileron,1st Edition,Near Mint,Ultra Rare,0.15
magnificent-mavens-yugioh,"Hajun, the Winged Mayakashi",1st Edition,Lightly Played,Ultra Rare,0.11
magnificent-mavens-yugioh,Magician's Restage,1st Edition,Lightly Played,Ultra Rare,0.08
magnificent-mavens-yugioh,Exchange of Despair and Hope,1st Edition,Lightly Played,Ultra Rare,0.01
magnificent-mavens-yugioh,Swordsoul Strife,1st Edition,Lightly Played,Ultra Rare,0.07
magnificent-mavens-yugioh,Mayakashi Return,1st Edition,Moderately Played,Ultra Rare,0.12
magnificent-mavens-yugioh,Swordsoul Assessment,1st Edition,Lightly Played,Ultra Rare,0.06
magnificent-mavens-yugioh,"Therion ""Bull"" Ain",1st Edition,Lightly Played,Ultra Rare,0.05
magnificent-mavens-yugioh,"Therion ""Duke"" Yul",1st Edition,Lightly Played,Ultra Rare,0.05
