set,name,variant,condition,rarity,price
supreme-darkness-yugioh,Goblin Bikers Gone Bonkers (Quarter Century Secret Rare),1st Edition,Near Mint,Quarter Century Secret Rare,4.47
supreme-darkness-yugioh,Evil HERO Dead-End Prison,1st Edition,Damaged,Secret Rare,2.4
supreme-darkness-yugioh,"Poseidra, the Storming Atlantean",1st Edition,Damaged,Secret Rare,2.99
supreme-darkness-yugioh,Saint Azamina,1st Edition,Moderately Played,Secret Rare,2.47
supreme-darkness-yugioh,Argostars - Glorious Adra (SUDA-ENSP1),Limited,Near Mint,Ultra Rare,2.04
supreme-darkness-yugioh,Evil HERO Neos Lord,1st Edition,Damaged,Ultra Rare,1.0
supreme-darkness-yugioh,Supreme Darkness Sleeved Booster Pack [1st Edition],Normal,Sealed,,3.0
supreme-darkness-yugioh,Supreme Darkness Booster Pack [1st Edition],Normal,Sealed,,2.39
supreme-darkness-yugioh,Argostars - Glorious Adra,1st Edition,Damaged,Secret Rare,1.5
supreme-darkness-yugioh,Token: Supreme King Jaden & Supreme King's Castle,Unlimited,Damaged,Super Rare,0.74
supreme-darkness-yugioh,Metalflame Swordsman,1st Edition,Moderately Played,Ultra Rare,1.14
supreme-darkness-yugioh,Magistus Chorozo,1st Edition,Heavily Played,Super Rare,0.3
supreme-darkness-yugioh,Crystal Clear Wing Over Synchro Dragon,1st Edition,Damaged,Ultra Rare,0.5
supreme-darkness-yugioh,Fiendsmith's Rextremende,1st Edition,Moderately Played,Ultra Rare,0.45
supreme-darkness-yugioh,Evil Assault,1st Edition,Damaged,Super Rare,0.35
supreme-darkness-yugioh,Crystron Tristaros,1st Edition,Moderately Played,Super Rare,0.15
supreme-darkness-yugioh,Evil HERO Toxic Bubble,1st Edition,Damaged,Ultra Rare,0.5
supreme-darkness-yugioh,Futsu no Mitama no Mitsurugi,1st Edition,Lightly Played,Super Rare,0.6
supreme-darkness-yugioh,Token: Shark & Number 32: Shark Drake,Unlimited,Near Mint,Super Rare,0.41
supreme-darkness-yugioh,Token: Odion & Embodiment of Apophis,Unlimited,Near Mint,Super Rare,0.6
supreme-darkness-yugioh,Liberator Eto,1st Edition,Moderately Played,Secret Rare,0.45
supreme-darkness-yugioh,Queen Azamina,1st Edition,Lightly Played,Ultra Rare,0.5
supreme-darkness-yugioh,Tenyi Spirit - Mula Adhara,1st Edition,Moderately Played,Ultra Rare,0.63
supreme-darkness-yugioh,Dark Contact,1st Edition,Lightly Played,Super Rare,0.65
supreme-darkness-yugioh,Evil HERO Inferno Wing - Backfire,1st Edition,Lightly Played,Super Rare,0.28
supreme-darkness-yugioh,Argostars - Lightning Tydeu,1st Edition,Moderately Played,Ultra Rare,0.49
supreme-darkness-yugioh,Token: Vizor & T.G. Blade Blaster,Unlimited,Moderately Played,Super Rare,0.4
supreme-darkness-yugioh,Eclipse Twins,1st Edition,Damaged,Super Rare,0.25
supreme-darkness-yugioh,Test Bear,1st Edition,Lightly Played,Ultra Rare,0.33
supreme-darkness-yugioh,Dark Necromancer,1st Edition,Near Mint,Super Rare,0.16
supreme-darkness-yugioh,Template Skipper,1st Edition,Near Mint,Common / Short Print,0.04
supreme-darkness-yugioh,Goblin Bikers Gone Bonkers,1st Edition,Lightly Played,Ultra Rare,0.23
supreme-darkness-yugioh,Mitsurugi Prayers,1st Edition,Lightly Played,Common / Short Print,0.17
supreme-darkness-yugioh,Sinful Spoils Awakening,1st Edition,Near Mint,Super Rare,0.16
supreme-darkness-yugioh,"Driangle, Dragon of the Dark Deep",1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Fiendsmith Kyrie,1st Edition,Lightly Played,Super Rare,0.19
supreme-darkness-yugioh,Argostars - Swift Capane,1st Edition,Lightly Played,Super Rare,0.15
supreme-darkness-yugioh,Tenyinfinity,1st Edition,Lightly Played,Super Rare,0.21
supreme-darkness-yugioh,Hi-Speedroid Glider #2,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Crystron Sulfador,1st Edition,Lightly Played,Common / Short Print,0.12
supreme-darkness-yugioh,Speedroid Wing Synchron,1st Edition,Lightly Played,Super Rare,0.19
supreme-darkness-yugioh,"Hallo, the Spirit of Tricks",1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Detonating Kuriboh,1st Edition,Damaged,Super Rare,0.01
supreme-darkness-yugioh,Lightstorm Dragon,1st Edition,Moderately Played,Common / Short Print,0.11
supreme-darkness-yugioh,Primite Scream,1st Edition,Near Mint,Common / Short Print,0.16
supreme-darkness-yugioh,Argostars - Slayer Eteo,1st Edition,Near Mint,Super Rare,0.16
supreme-darkness-yugioh,Vulcarrion the Rotting Phoenix,1st Edition,Near Mint,Common / Short Print,0.11
supreme-darkness-yugioh,"Abysstrite, the Atlantean Spirit",1st Edition,Lightly Played,Super Rare,0.16
supreme-darkness-yugioh,Speedroid Clear Wing Wonder,1st Edition,Near Mint,Common / Short Print,0.07
supreme-darkness-yugioh,Arcana Force EX - The Chaos Ruler,1st Edition,Lightly Played,Super Rare,0.13
supreme-darkness-yugioh,Evil HERO Darkest Knight,1st Edition,Moderately Played,Common / Short Print,0.05
supreme-darkness-yugioh,Flame Coating Metalmorph,1st Edition,Lightly Played,Common / Short Print,0.11
supreme-darkness-yugioh,Gladiator Beast Gistel,1st Edition,Near Mint,Super Rare,0.17
supreme-darkness-yugioh,Mitsurugi Great Purification,1st Edition,Lightly Played,Common / Short Print,0.09
supreme-darkness-yugioh,Gladiator Beast Dareios,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,"Mitsurugi no Mikoto, Saji",1st Edition,Lightly Played,Common / Short Print,0.14
supreme-darkness-yugioh,Sinful Spoils of the White Forest,1st Edition,Lightly Played,Common / Short Print,0.07
supreme-darkness-yugioh,Like the Diabell,1st Edition,Near Mint,Common / Short Print,0.07
supreme-darkness-yugioh,Materiactor Critical,1st Edition,Near Mint,Common / Short Print,0.08
supreme-darkness-yugioh,Azamina Aphes,1st Edition,Lightly Played,Common / Short Print,0.09
supreme-darkness-yugioh,"Mitsurugi no Mikoto, Kusanagi",1st Edition,Lightly Played,Common / Short Print,0.1
supreme-darkness-yugioh,Argostars - Home Stadium,1st Edition,Lightly Played,Super Rare,0.14
supreme-darkness-yugioh,Abyss-steam,1st Edition,Near Mint,Super Rare,0.11
supreme-darkness-yugioh,Ripple Bird,1st Edition,Lightly Played,Super Rare,0.14
supreme-darkness-yugioh,Beast of Talwar - The Sword Summit,1st Edition,Near Mint,Common / Short Print,0.08
supreme-darkness-yugioh,Gladiator Beast Claudius,1st Edition,Lightly Played,Super Rare,0.14
supreme-darkness-yugioh,Performapal Sky Magician Girl,1st Edition,Lightly Played,Super Rare,0.07
supreme-darkness-yugioh,Materiactor Exagard,1st Edition,Near Mint,Super Rare,0.12
supreme-darkness-yugioh,Hydrojet Shark,1st Edition,Near Mint,Common / Short Print,0.08
supreme-darkness-yugioh,Delta of Invitation,1st Edition,Near Mint,Common / Short Print,0.12
supreme-darkness-yugioh,Evil HERO Infernal Rider,1st Edition,Near Mint,Common / Short Print,0.11
supreme-darkness-yugioh,Crystron Inclusion,1st Edition,Lightly Played,Common / Short Print,0.08
supreme-darkness-yugioh,Speedroid Colonel Clackers,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Materiactor Meltdown,1st Edition,Lightly Played,Super Rare,0.11
supreme-darkness-yugioh,Materiactor Zeptwing,1st Edition,Near Mint,Common / Short Print,0.1
supreme-darkness-yugioh,Play the Diabell,1st Edition,Near Mint,Common / Short Print,0.06
supreme-darkness-yugioh,Double Wild,1st Edition,Near Mint,Common / Short Print,0.06
supreme-darkness-yugioh,Curse of the Ancient Turtle,1st Edition,Lightly Played,Common / Short Print,0.09
supreme-darkness-yugioh,"Ween, the Spirit of Treats",1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Otonari Thunder,1st Edition,Near Mint,Super Rare,0.09
supreme-darkness-yugioh,Grand Knight of the Red Lotus,1st Edition,Lightly Played,Common / Short Print,0.01
supreme-darkness-yugioh,Flavian - Colosseum of the Gladiator Beasts,1st Edition,Near Mint,Common / Short Print,0.08
supreme-darkness-yugioh,D.D. Post,1st Edition,Lightly Played,Common / Short Print,0.04
supreme-darkness-yugioh,Dark Supremacy,1st Edition,Lightly Played,Common / Short Print,0.07
supreme-darkness-yugioh,Crystron Eleskeletus,1st Edition,Lightly Played,Common / Short Print,0.08
supreme-darkness-yugioh,Crystron Cluster,1st Edition,Lightly Played,Common / Short Print,0.06
supreme-darkness-yugioh,Arcana Force V - The Hierophant,1st Edition,Near Mint,Common / Short Print,0.04
supreme-darkness-yugioh,Arcana Force XIX - The Sun,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Minimalian,1st Edition,Near Mint,Common / Short Print,0.04
supreme-darkness-yugioh,"Hydor, the Base of All Things",1st Edition,Lightly Played,Common / Short Print,0.02
supreme-darkness-yugioh,Goddess of the Two Sides,1st Edition,Near Mint,Common / Short Print,0.07
supreme-darkness-yugioh,Hallo-Ween!,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Materiactor Exareptor,1st Edition,Lightly Played,Common / Short Print,0.05
supreme-darkness-yugioh,Six Strike - Sextuple Barrage,1st Edition,Lightly Played,Common / Short Print,0.07
supreme-darkness-yugioh,Arcana Spread,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,Tempura of Fortune - EBI,1st Edition,Near Mint,Common / Short Print,0.06
supreme-darkness-yugioh,Light Force,1st Edition,Near Mint,Common / Short Print,0.05
supreme-darkness-yugioh,The Toil of the Normal,1st Edition,Lightly Played,Common / Short Print,0.02
supreme-darkness-yugioh,Shadow Severing Strike,1st Edition,Lightly Played,Common / Short Print,0.03
